code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,xpos,ypos,perfGrp
30,1.4,1,4,2,0.531810316999326,2,30,6,4,1.79977722800049,1,0.531810316999326,4,0,1,0,0,NaN,NaN,1
148,0.65,1,8,2,0.833692438999606,2,4,12,3,0.355849516999115,1,0.833692438999606,3,0,1,0,0,NaN,NaN,1
94,1.4,1,6,1,1.60029114500048,1,22,1,2,0.306815130000359,1,1.60029114500048,2,1,0,0,0,0.866025403784439,0.5,1
171,1.4,1,8,2,0.954052063000745,1,27,7,2,0.326235868999902,0,NaN,NaN,0,0,0,1,0.38268343236509,-0.923879532511287,1
205,1.4,3,8,1,0.601936750999812,1,61,8,3,0.404588626999612,1,0.601936750999812,3,1,0,0,0,0.923879532511287,-0.38268343236509,1
160,0.65,1,8,2,1.25593572000071,2,16,11,3,0.940281877999951,1,1.25593572000071,3,0,1,0,0,NaN,NaN,1
217,0.65,1,10,2,0.866622510000525,2,1,11,2,0.610560803000226,1,0.866622510000525,2,0,1,0,0,NaN,NaN,1
25,1.4,1,4,1,0.620024707999619,1,25,2,3,0.893989487999534,1,0.620024707999619,3,1,0,0,0,-0.707106781186547,0.707106781186548,1
8,0.65,1,4,2,0.519239084000219,2,8,8,4,0.28003007999996,1,0.519239084000219,4,0,1,0,0,NaN,NaN,1
198,1.4,3,8,2,1.15212885300025,2,54,13,3,0.37550254100006,1,1.15212885300025,3,0,1,0,0,NaN,NaN,1
221,0.65,1,10,2,1.30589802900067,1,5,5,2,0.269740171999729,0,NaN,NaN,0,0,0,1,-0.951056516295154,0.309016994374948,1
74,0.65,1,6,2,0.706590871999651,2,2,8,3,0.55845975199918,1,0.706590871999651,3,0,1,0,0,NaN,NaN,1
63,0.65,3,4,2,0.732135403000939,2,63,7,4,0.379974568000762,1,0.732135403000939,4,0,1,0,0,NaN,NaN,1
241,1.4,1,10,1,2.72055459100011,1,25,4,2,0.528122569001425,1,2.72055459100011,2,1,0,0,0,-0.587785252292473,0.809016994374947,1
154,0.65,1,8,2,0.982745678000356,1,10,6,2,0.177134490999379,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,1
9,0.65,1,4,2,0.956988855999953,2,9,5,4,0.628715200000443,1,0.956988855999953,4,0,1,0,0,NaN,NaN,1
186,0.65,3,8,1,0.557773267000812,1,42,1,4,0.274610219001261,1,0.557773267000812,4,1,0,0,0,0.923879532511287,0.38268343236509,1
238,1.4,1,10,2,2.15814337400116,1,22,8,2,0.226186583999151,0,NaN,NaN,0,0,0,1,-1.83697019872103e-16,-1,1
235,1.4,1,10,1,0.387190813000416,1,19,10,4,0.348885851000887,1,0.387190813000416,4,1,0,0,0,0.951056516295154,-0.309016994374948,1
219,0.65,1,10,1,0.471621671998946,1,3,9,3,0.283931486999791,1,0.471621671998946,3,1,0,0,0,0.587785252292473,-0.809016994374948,1
62,0.65,3,4,1,0.464688991000003,1,62,3,3,0.622795785999188,1,0.464688991000003,3,1,0,0,0,-0.707106781186548,-0.707106781186547,1
51,1.4,3,4,1,0.353530700000192,1,51,1,4,0.30177939799978,1,0.353530700000192,4,1,0,0,0,0.707106781186548,0.707106781186547,1
232,0.65,1,10,2,0.972934686000372,2,16,20,2,0.367411831999561,1,0.972934686000372,2,0,1,0,0,NaN,NaN,1
33,1.4,1,4,2,0.609458705001089,2,33,5,4,0.415581789000498,1,0.609458705001089,4,0,1,0,0,NaN,NaN,1
206,0.65,3,8,1,0.551889607999328,1,62,1,4,0.444310727998527,1,0.551889607999328,4,1,0,0,0,0.923879532511287,0.38268343236509,1
264,1.4,3,10,1,0.425063908000084,1,48,6,4,0.485767420999764,1,0.425063908000084,4,1,0,0,0,-0.951056516295154,-0.309016994374947,1
245,1.4,1,10,2,0.893896977000622,1,29,4,2,0.202694568999505,0,NaN,NaN,0,0,0,1,-0.587785252292473,0.809016994374947,1
133,1.4,3,6,1,0.918993096000122,1,61,3,2,0.590296300999398,1,0.918993096000122,2,1,0,0,0,-0.866025403784438,0.5,1
7,0.65,1,4,2,0.517087381000238,2,7,6,4,0.251503038998635,1,0.517087381000238,4,0,1,0,0,NaN,NaN,1
97,1.4,1,6,2,3.06739557999936,2,25,7,2,0.223391128000003,1,3.06739557999936,2,0,1,0,0,NaN,NaN,1
40,0.65,3,4,2,0.427557891998731,2,40,8,4,0.269113293001283,1,0.427557891998731,4,0,1,0,0,NaN,NaN,1
37,0.65,3,4,2,0.393262821000462,2,37,5,4,0.159900611999547,1,0.393262821000462,4,0,1,0,0,NaN,NaN,1
29,1.4,1,4,1,0.458380887999738,1,29,1,4,0.148577429001307,1,0.458380887999738,4,1,0,0,0,0.707106781186548,0.707106781186547,1
109,0.65,3,6,2,0.554460072999063,2,37,9,3,0.453428042001178,1,0.554460072999063,3,0,1,0,0,NaN,NaN,1
77,0.65,1,6,2,0.722106216999236,2,5,10,3,0.484825159999673,1,0.722106216999236,3,0,1,0,0,NaN,NaN,1
48,1.4,3,4,2,0.528981039999053,2,48,6,4,0.877150272999643,1,0.528981039999053,4,0,1,0,0,NaN,NaN,1
86,0.65,1,6,2,0.58919494499969,2,14,10,3,0.364584045999436,1,0.58919494499969,3,0,1,0,0,NaN,NaN,1
242,1.4,1,10,2,1.75870217999909,1,26,2,3,0.144602309001129,0,NaN,NaN,0,0,0,1,0.587785252292473,0.809016994374947,1
6,0.65,1,4,2,0.568851629999699,2,6,8,4,0.150654121000116,1,0.568851629999699,4,0,1,0,0,NaN,NaN,1
195,1.4,3,8,1,0.564617146999808,1,51,8,3,0.612033976000021,1,0.564617146999808,3,1,0,0,0,0.923879532511287,-0.38268343236509,1
26,1.4,1,4,1,0.335047950000444,1,26,3,4,0.261617530999501,1,0.335047950000444,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
145,0.65,1,8,1,0.700278539999999,1,1,3,4,0.288443004999863,1,0.700278539999999,4,1,0,0,0,-0.38268343236509,0.923879532511287,1
270,1.4,3,10,2,1.02362570999867,1,54,9,2,0.537196916000539,0,NaN,NaN,0,0,0,1,0.587785252292473,-0.809016994374948,1
84,0.65,1,6,2,0.916608008999901,2,12,10,3,1.10225487299977,1,0.916608008999901,3,0,1,0,0,NaN,NaN,1
67,1.4,3,4,1,0.416978150000432,1,67,4,4,0.256590209000933,1,0.416978150000432,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
42,0.65,3,4,1,0.38154283699987,1,42,2,4,0.244134077000126,1,0.38154283699987,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
177,1.4,1,8,2,1.92897755499871,2,33,16,2,0.697372832000838,1,1.92897755499871,2,0,1,0,0,NaN,NaN,1
87,0.65,1,6,1,1.28304930400009,1,15,6,3,0.266402941000706,1,1.28304930400009,3,1,0,0,0,0.866025403784439,-0.5,1
152,0.65,1,8,1,0.264937760999601,1,8,8,4,0.67170156300017,1,0.264937760999601,4,1,0,0,0,0.923879532511287,-0.38268343236509,1
170,1.4,1,8,2,1.35199283899965,2,26,16,2,0.364289753999401,1,1.35199283899965,2,0,1,0,0,NaN,NaN,1
103,1.4,1,6,2,0.557170084999598,2,31,11,4,0.396173749999434,1,0.557170084999598,4,0,1,0,0,NaN,NaN,1
22,1.4,1,4,2,0.422363371000756,2,22,7,4,0.204789633000473,1,0.422363371000756,4,0,1,0,0,NaN,NaN,1
138,1.4,3,6,2,0.691365893999318,2,66,8,3,0.328948893999041,1,0.691365893999318,3,0,1,0,0,NaN,NaN,1
287,0.65,3,10,2,1.1723885499996,1,71,3,2,0.139378052999746,0,NaN,NaN,0,0,0,1,6.12323399573677e-17,1,1
19,1.4,1,4,1,0.856272864999482,1,19,3,4,0.469546897000328,1,0.856272864999482,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
81,0.65,1,6,1,0.407342937000067,1,9,2,4,0.230372447000263,1,0.407342937000067,4,1,0,0,0,6.12323399573677e-17,1,1
224,0.65,1,10,2,1.1684809060007,1,8,3,2,0.178336121000029,0,NaN,NaN,0,0,0,1,6.12323399573677e-17,1,1
209,0.65,3,8,2,1.4949615459991,2,65,14,2,0.13734113999999,1,1.4949615459991,2,0,1,0,0,NaN,NaN,1
18,0.65,1,4,2,1.16131675900033,2,18,6,4,0.726566345001629,1,1.16131675900033,4,0,1,0,0,NaN,NaN,1
89,0.65,1,6,2,1.44219429000077,1,17,3,2,0.8148571239999,0,NaN,NaN,0,0,0,1,-0.866025403784438,0.5,1
151,0.65,1,8,2,1.34730666199903,2,7,15,2,0.0957918299991434,1,1.34730666199903,2,0,1,0,0,NaN,NaN,1
228,0.65,1,10,2,0.871203566000986,1,12,3,2,0.361352824998903,0,NaN,NaN,0,0,0,1,6.12323399573677e-17,1,1
229,0.65,1,10,1,0.409522382000432,1,13,6,4,0.315395100000387,1,0.409522382000432,4,1,0,0,0,-0.951056516295154,-0.309016994374947,1
34,1.4,1,4,1,0.353242638999291,1,34,3,4,0.13573345399891,1,0.353242638999291,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
237,1.4,1,10,2,0.64026068000021,2,21,14,2,0.171324333001394,1,0.64026068000021,2,0,1,0,0,NaN,NaN,1
35,1.4,1,4,2,0.404349935999562,2,35,5,4,0.266641035999783,1,0.404349935999562,4,0,1,0,0,NaN,NaN,1
108,1.4,1,6,1,0.475491430999682,1,36,4,4,0.732243485999788,1,0.475491430999682,4,1,0,0,0,-0.866025403784439,-0.5,1
91,1.4,1,6,1,1.5215720160013,1,19,4,3,0.633624676000181,1,1.5215720160013,3,1,0,0,0,-0.866025403784439,-0.5,1
61,1.4,3,4,1,0.577248941999642,1,61,3,4,0.187452493000819,1,0.577248941999642,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
234,0.65,1,10,2,0.942382919998636,1,18,6,1,0.618671775000621,0,NaN,NaN,0,0,0,1,-0.951056516295154,-0.309016994374947,1
104,1.4,1,6,1,1.17314711600011,1,32,3,3,0.673694307000915,1,1.17314711600011,3,1,0,0,0,-0.866025403784438,0.5,1
256,0.65,3,10,1,0.634444629999052,1,40,6,4,0.140300536999348,1,0.634444629999052,4,1,0,0,0,-0.951056516295154,-0.309016994374947,1
184,0.65,3,8,2,1.18230259699885,2,40,14,2,0.525849068000753,1,1.18230259699885,2,0,1,0,0,NaN,NaN,1
258,0.65,3,10,2,1.11220800600131,1,42,3,1,0.45741167199958,0,NaN,NaN,0,0,0,1,6.12323399573677e-17,1,1
113,1.4,3,6,1,0.767303515998719,1,41,5,4,0.463778928000465,1,0.767303515998719,4,1,0,0,0,-1.83697019872103e-16,-1,1
17,0.65,1,4,1,0.411852876000921,1,17,4,4,0.129206403000353,1,0.411852876000921,4,1,0,0,0,0.707106781186547,-0.707106781186548,1
178,1.4,1,8,2,0.799740514999939,1,34,2,2,0.607031641000503,0,NaN,NaN,0,0,0,1,0.38268343236509,0.923879532511287,1
85,0.65,1,6,2,1.47907237399886,2,13,7,2,0.378143664000163,1,1.47907237399886,2,0,1,0,0,NaN,NaN,1
168,1.4,1,8,2,1.2538471959997,2,24,9,2,0.641996202999508,1,1.2538471959997,2,0,1,0,0,NaN,NaN,1
31,1.4,1,4,2,0.570960098999421,2,31,7,4,0.178394213000502,1,0.570960098999421,4,0,1,0,0,NaN,NaN,1
253,0.65,3,10,2,0.612670635000541,2,37,20,3,1.55991053599973,1,0.612670635000541,3,0,1,0,0,NaN,NaN,1
1,0.65,1,4,2,0.400038699001016,2,1,5,4,0.183904192001137,1,0.400038699001016,4,0,1,0,0,NaN,NaN,1
13,0.65,1,4,2,0.436762621999151,2,13,6,4,0.321502599999803,1,0.436762621999151,4,0,1,0,0,NaN,NaN,1
207,0.65,3,8,1,0.652082044000053,2,63,12,4,0.2217066230005,0,NaN,NaN,0,0,1,0,NaN,NaN,1
280,0.65,3,10,2,0.954085705001489,1,64,5,2,0.0721658330003265,0,NaN,NaN,0,0,0,1,-0.951056516295154,0.309016994374948,1
90,0.65,1,6,2,0.486590849999629,2,18,9,3,0.473234303999561,1,0.486590849999629,3,0,1,0,0,NaN,NaN,1
180,1.4,1,8,2,1.74842984099996,2,36,12,2,0.13304250299916,1,1.74842984099996,2,0,1,0,0,NaN,NaN,1
243,1.4,1,10,2,0.782822007000505,2,27,12,2,0.540910756000812,1,0.782822007000505,2,0,1,0,0,NaN,NaN,1
3,0.65,1,4,1,0.594112930999472,1,3,1,4,0.150374086999363,1,0.594112930999472,4,1,0,0,0,0.707106781186548,0.707106781186547,1
267,1.4,3,10,2,1.90221617200041,2,51,15,2,0.339693373998671,1,1.90221617200041,2,0,1,0,0,NaN,NaN,1
197,1.4,3,8,2,0.542926125001031,1,53,6,2,0.276817762000064,0,NaN,NaN,0,0,0,1,-0.38268343236509,-0.923879532511287,1
239,1.4,1,10,2,0.617443277998973,2,23,18,2,0.49643259199911,1,0.617443277998973,2,0,1,0,0,NaN,NaN,1
210,1.4,3,8,2,0.792358036998849,1,66,7,2,0.121883814999819,0,NaN,NaN,0,0,0,1,0.38268343236509,-0.923879532511287,1
281,0.65,3,10,2,0.714845294998668,1,65,5,2,0.215147085000353,0,NaN,NaN,0,0,0,1,-0.951056516295154,0.309016994374948,1
167,1.4,1,8,2,0.711611790000461,2,23,14,2,0.330865435000305,1,0.711611790000461,2,0,1,0,0,NaN,NaN,1
95,1.4,1,6,1,1.3190838190003,1,23,2,3,0.568957813000452,1,1.3190838190003,3,1,0,0,0,6.12323399573677e-17,1,1
105,1.4,1,6,2,0.818345945001056,1,33,1,2,1.52527297900087,0,NaN,NaN,0,0,0,1,0.866025403784439,0.5,1
220,0.65,1,10,2,0.581928271998549,2,4,15,2,0.242553249998309,1,0.581928271998549,2,0,1,0,0,NaN,NaN,1
279,0.65,3,10,2,1.03708373399968,2,63,13,2,0.243701112998679,1,1.03708373399968,2,0,1,0,0,NaN,NaN,1
98,1.4,1,6,2,0.459102257000268,1,26,3,2,0.283138034999865,0,NaN,NaN,0,0,0,1,-0.866025403784438,0.5,1
282,1.4,3,10,1,2.72051078899858,1,66,8,2,0.602129036999031,1,2.72051078899858,2,1,0,0,0,-1.83697019872103e-16,-1,1
143,0.65,3,6,2,0.624376519001089,1,71,6,4,0.440564908998567,0,NaN,NaN,0,0,0,1,0.866025403784439,-0.5,1
96,1.4,1,6,2,0.524911086000429,2,24,10,3,0.32696609300001,1,0.524911086000429,3,0,1,0,0,NaN,NaN,1
12,0.65,1,4,1,0.815716729999622,1,12,3,3,0.646650410000802,1,0.815716729999622,3,1,0,0,0,-0.707106781186548,-0.707106781186547,1
153,0.65,1,8,2,0.592271179999443,2,9,14,2,0.206159422999917,1,0.592271179999443,2,0,1,0,0,NaN,NaN,1
47,1.4,3,4,1,0.466156124999543,1,47,1,4,0.560564952000277,1,0.466156124999543,4,1,0,0,0,0.707106781186548,0.707106781186547,1
14,0.65,1,4,2,0.746629852001206,1,14,2,3,1.70834296900102,0,NaN,NaN,0,0,0,1,-0.707106781186547,0.707106781186548,1
163,1.4,1,8,2,0.693287562000478,1,19,8,3,0.807272918000308,0,NaN,NaN,0,0,0,1,0.923879532511287,-0.38268343236509,1
139,1.4,3,6,2,0.536374015000547,2,67,10,3,0.207175464000102,1,0.536374015000547,3,0,1,0,0,NaN,NaN,1
174,1.4,1,8,1,0.316219659000126,1,30,8,4,0.423709168999267,1,0.316219659000126,4,1,0,0,0,0.923879532511287,-0.38268343236509,1
159,0.65,1,8,1,1.23691829500058,1,15,7,2,0.501051680001183,1,1.23691829500058,2,1,0,0,0,0.38268343236509,-0.923879532511287,1
21,1.4,1,4,2,0.922684609999123,2,21,6,3,0.382469284000763,1,0.922684609999123,3,0,1,0,0,NaN,NaN,1
24,1.4,1,4,1,0.634633118001148,1,24,2,4,0.323591080999904,1,0.634633118001148,4,1,0,0,0,-0.707106781186547,0.707106781186548,1
162,0.65,1,8,1,1.83323166600167,2,18,14,2,0.63872848200117,0,NaN,NaN,0,0,1,0,NaN,NaN,1
23,1.4,1,4,2,0.644738928998777,2,23,8,4,0.491798341001413,1,0.644738928998777,4,0,1,0,0,NaN,NaN,1
79,0.65,1,6,2,0.637278955000511,2,7,10,2,0.782469489000505,1,0.637278955000511,2,0,1,0,0,NaN,NaN,1
28,1.4,1,4,2,0.445393661999333,2,28,7,4,0.152326403000188,1,0.445393661999333,4,0,1,0,0,NaN,NaN,1
208,0.65,3,8,1,1.54766863699842,2,64,12,2,0.472963480000544,0,NaN,NaN,0,0,1,0,NaN,NaN,1
166,1.4,1,8,1,0.487187301001541,1,22,6,4,0.109855079999761,1,0.487187301001541,4,1,0,0,0,-0.38268343236509,-0.923879532511287,1
175,1.4,1,8,2,1.32694972199897,2,31,16,2,0.0527311530004226,1,1.32694972199897,2,0,1,0,0,NaN,NaN,1
233,0.65,1,10,2,1.08546552900043,2,17,15,2,0.222692739000195,1,1.08546552900043,2,0,1,0,0,NaN,NaN,1
119,1.4,3,6,2,1.98451084699991,2,47,7,3,0.0750041049996071,1,1.98451084699991,3,0,1,0,0,NaN,NaN,1
112,0.65,3,6,2,0.704347214999871,2,40,11,3,0.485285295000722,1,0.704347214999871,3,0,1,0,0,NaN,NaN,1
200,0.65,3,8,1,1.03586442500091,1,56,1,3,0.250896120000107,1,1.03586442500091,3,1,0,0,0,0.923879532511287,0.38268343236509,1
135,0.65,3,6,2,0.604508480000732,2,63,11,3,0.197347240999079,1,0.604508480000732,3,0,1,0,0,NaN,NaN,1
120,1.4,3,6,2,0.68536635000055,1,48,1,3,0.16938029099947,0,NaN,NaN,0,0,0,1,0.866025403784439,0.5,1
11,0.65,1,4,1,0.429021601999921,1,11,3,4,0.196943590999581,1,0.429021601999921,4,1,0,0,0,-0.707106781186548,-0.707106781186547,1
83,0.65,1,6,2,1.70783184500033,1,11,6,3,1.82165377199999,0,NaN,NaN,0,0,0,1,0.866025403784439,-0.5,1
80,0.65,1,6,2,0.666914159999578,2,8,12,2,0.181107837001036,1,0.666914159999578,2,0,1,0,0,NaN,NaN,1
283,1.4,3,10,2,0.956176625000808,2,67,19,2,0.165630244000567,1,0.956176625000808,2,0,1,0,0,NaN,NaN,1
169,1.4,1,8,2,1.36219215300116,2,25,10,3,0.764733631000126,1,1.36219215300116,3,0,1,0,0,NaN,NaN,1
240,1.4,1,10,1,0.413112328998977,1,24,10,4,0.145304871999542,1,0.413112328998977,4,1,0,0,0,0.951056516295154,-0.309016994374948,1
114,0.65,3,6,2,0.626246559999345,2,42,9,3,0.309114265000971,1,0.626246559999345,3,0,1,0,0,NaN,NaN,1
73,0.65,1,6,2,0.415905496998676,1,1,1,4,0.65435045599952,0,NaN,NaN,0,0,0,1,0.866025403784439,0.5,1
149,0.65,1,8,1,0.503528828001436,1,5,8,4,0.236902704000386,1,0.503528828001436,4,1,0,0,0,0.923879532511287,-0.38268343236509,1
147,0.65,1,8,1,1.35507659599898,1,3,8,2,0.502678564000234,1,1.35507659599898,2,1,0,0,0,0.923879532511287,-0.38268343236509,1
53,1.4,3,4,2,0.455607705000148,2,53,7,4,0.152521930000148,1,0.455607705000148,4,0,1,0,0,NaN,NaN,1
191,1.4,3,8,2,1.50434399300138,2,47,11,2,0.348327415998938,1,1.50434399300138,2,0,1,0,0,NaN,NaN,1
15,0.65,1,4,2,0.463621695000256,2,15,8,4,0.125889401999302,1,0.463621695000256,4,0,1,0,0,NaN,NaN,1
137,0.65,3,6,2,0.494540817000598,1,65,6,3,0.625396534000174,0,NaN,NaN,0,0,0,1,0.866025403784439,-0.5,1
172,1.4,1,8,2,0.894226267999329,2,28,15,2,0.595841198000926,1,0.894226267999329,2,0,1,0,0,NaN,NaN,1
78,0.65,1,6,2,0.541776899000979,2,6,12,4,0.192721261999395,1,0.541776899000979,4,0,1,0,0,NaN,NaN,1
155,0.65,1,8,2,1.03797339999983,2,11,12,2,0.438728988001458,1,1.03797339999983,2,0,1,0,0,NaN,NaN,1
247,1.4,1,10,1,0.470642939000754,1,31,4,4,0.323658370998601,1,0.470642939000754,4,1,0,0,0,-0.587785252292473,0.809016994374947,1
211,1.4,3,8,1,1.28881127400018,1,67,7,2,0.404545284000051,1,1.28881127400018,2,1,0,0,0,0.38268343236509,-0.923879532511287,1
2,0.65,1,4,2,0.750156184998559,2,2,8,4,0.799387650000426,1,0.750156184998559,4,0,1,0,0,NaN,NaN,1
16,0.65,1,4,2,0.597453049000251,1,16,3,4,0.461176142998738,0,NaN,NaN,0,0,0,1,-0.707106781186548,-0.707106781186547,1
257,1.4,3,10,1,2.77106187400022,1,41,3,1,0.758941617999881,1,2.77106187400022,1,1,0,0,0,6.12323399573677e-17,1,1
32,1.4,1,4,2,0.474940133999553,2,32,5,4,0.161491350998404,1,0.474940133999553,4,0,1,0,0,NaN,NaN,1
248,1.4,1,10,2,1.0381032690002,2,32,13,2,0.950157629000387,1,1.0381032690002,2,0,1,0,0,NaN,NaN,1
102,1.4,1,6,2,2.4030160580005,1,30,3,2,0.441549405999467,0,NaN,NaN,0,0,0,1,-0.866025403784438,0.5,1
176,1.4,1,8,2,0.799237756998991,2,32,15,2,0.412537949001489,1,0.799237756998991,2,0,1,0,0,NaN,NaN,1
27,1.4,1,4,2,0.48478330800026,2,27,7,4,0.167509791999692,1,0.48478330800026,4,0,1,0,0,NaN,NaN,1
65,0.65,3,4,2,0.323354963000384,1,65,3,1,1.702054546,0,NaN,NaN,0,0,0,1,-0.707106781186548,-0.707106781186547,1
128,0.65,3,6,2,0.831375732001106,2,56,9,4,0.180592239999896,1,0.831375732001106,4,0,1,0,0,NaN,NaN,1
123,1.4,3,6,1,0.617815174999123,1,51,3,4,0.193755919999603,1,0.617815174999123,4,1,0,0,0,-0.866025403784438,0.5,1
150,0.65,1,8,1,1.07774448199962,1,6,1,3,0.176485763000528,1,1.07774448199962,3,1,0,0,0,0.923879532511287,0.38268343236509,1
36,1.4,1,4,2,0.53221547999965,2,36,5,4,0.145710865001092,1,0.53221547999965,4,0,1,0,0,NaN,NaN,1
181,0.65,3,8,1,0.640872744999797,1,37,1,4,0.113464720998309,1,0.640872744999797,4,1,0,0,0,0.923879532511287,0.38268343236509,1
NaN,1.4,1,6,2,1.29262373299935,1,28,5,2,0.38266146100068,0,NaN,NaN,0,0,0,1,-1.83697019872103e-16,-1,1
99,1.4,1,6,2,0.806700409000769,2,27,8,3,0.392243468000743,1,0.806700409000769,3,0,1,0,0,NaN,NaN,1
173,1.4,1,8,2,0.823033619000853,2,29,10,2,0.275415729000088,1,0.823033619000853,2,0,1,0,0,NaN,NaN,1
